pid,year,team,leag,ppg,rpg,apg

JONESCA01,1989,SAS,N,2.402777778,3.194444444,0.277777778

JONESCH01,1989,WA1,N,3.160493827,6.222222222,1.716049383

JORDAMI01,1989,CHI,N,33.57317073,6.890243902,6.329268293

KEMPSH01,1989,SEA,N,6.481481481,4.271604938,0.320987654

KEMPTTI01,1989,DEN,N,5.394366197,3.070422535,1.661971831

KERRST01,1989,CLE,N,6.666666667,1.256410256,3.179487179

KERSEJE01,1989,POR,N,15.97560976,8.414634146,2.292682927

KEYSRA01,1989,CLE,N,7.604166667,2.854166667,0.8125

KEYSRA01,1989,CHA,N,10.5,3.625,1.53125

KEYSRA01,1989,TOT,N,8.7625,3.1625,1.1

KIMBRST01,1989,DET,N,1.6,0.7,0.5

KINGBE01,1989,WA1,N,22.40243902,4.926829268,4.585365854

KINGST01,1989,CHI,N,8.87804878,4.682926829,1.06097561

KITEGR01,1989,SAC,N,3.23943662,5.309859155,1.070422535

KLEINJO01,1989,BOS,N,5.37037037,4.382716049,0.567901235

KONCAJO01,1989,ATL,N,3.666666667,4.185185185,0.425925926

KORNEFR01,1989,MIL,N,1.98245614,1.245614035,0.368421053

KRYSTLA01,1989,MIL,N,7,4.75,1.5625

LAIMBBI01,1989,DET,N,12.11111111,9.62962963,2.111111111

LANEJE01,1989,DEN,N,4.985074627,5.388059701,1.567164179

LANGAN01,1989,PHO,N,3.486486486,3.662162162,0.283783784

LEBOJE01,1989,SAS,N,1.5,1,0.75

LECKNER01,1989,UTA,N,4.298701299,2.493506494,0.246753247

LEGLETI01,1989,PHO,N,2.545454545,0.727272727,0.545454545

LEONAGA01,1989,MIN,N,1.454545455,1.227272727,0.045454545

LESJI01,1989,UTA,N,2,0,1

LESJI01,1989,LAC,N,3.5,1.166666667,3.333333333

LESJI01,1989,TOT,N,3.285714286,1,3

LETTCL01,1989,CHI,N,0,0,0.25

LEVERLA01,1989,DEN,N,18.26582278,9.291139241,6.544303797

LEVINCL01,1989,ATL,N,6.88,4.253333333,1.066666667

LEWISRA02,1989,DET,N,0,0,0

LEWISRA02,1989,TOT,N,1.428571429,0.857142857,0

LEWISRA02,1989,CHA,N,3.333333333,2,0

LEWISRE01,1989,BOS,N,16.96202532,4.392405063,2.848101266

LICHTTO01,1989,DEN,N,7.974683544,1.911392405,1.46835443

LISTEAL01,1989,GSW,N,4,2.666666667,0.666666667

LLOYDLE01,1989,PHI,N,0,0,0

LLOYDLE01,1989,HOU,N,3.526315789,0.947368421,0.578947368

LLOYDLE01,1989,TOT,N,3.285714286,0.857142857,0.523809524

LOHAUBR01,1989,TOT,N,9.15,4.975,2.1

LOHAUBR01,1989,MIL,N,10.03846154,5.538461538,2.038461538

LOHAUBR01,1989,MIN,N,7.5,3.928571429,2.214285714

LONGGR01,1989,MIA,N,8.469135802,4.962962963,1.185185185

LONGJO01,1989,ATL,N,8.416666667,1.729166667,1.770833333

LOWESI01,1989,MIN,N,2.3375,2.0375,4.2125

LUCASJO01,1989,HOU,N,5.836734694,1.836734694,4.857142857

MAHORRI01,1989,PHI,N,10.81333333,7.573333333,1.306666667

MAJERDA01,1989,PHO,N,11.08219178,5.890410959,2.575342466

MALONJE01,1989,WA1,N,24.26666667,2.746666667,3.24

MALONKA01,1989,UTA,N,30.97560976,11.1097561,2.756097561

MALONMO01,1989,ATL,N,18.86419753,10.02469136,1.604938272

MANNIDA01,1989,LAC,N,16.25352113,5.943661972,2.633802817

MARBLRO01,1989,ATL,N,2.125,1,0.458333333

MARCISA01,1989,GSW,N,12.06666667,2.946666667,1.613333333

MARTIJE01,1989,LAC,N,6.275362319,2.304347826,0.637681159

MASONAN01,1989,NJN,N,1.761904762,1.619047619,0.333333333

MATTHWE01,1989,ATL,N,4,0,5

MAXWEVE01,1989,SAS,N,6.93877551,2.87755102,2.979591837

MAXWEVE01,1989,TOT,N,9.037974684,2.886075949,3.746835443

MAXWEVE01,1989,HOU,N,12.46666667,2.9,5

MCCANBO01,1989,DAL,N,2.6,1.2,0.6

MCCANME01,1989,LAL,N,1.692307692,0.461538462,0.153846154

MCCLOGE01,1989,IND,N,2.681818182,0.954545455,1.022727273

MCCORTI01,1989,HOU,N,1.666666667,1.5,0.166666667

MCCRARO01,1989,SAC,N,16.56097561,8.158536585,4.597560976

MCDANXA01,1989,SEA,N,21.31884058,6.47826087,2.47826087

MCGEEMI01,1989,PHO,N,7.285714286,2.571428571,1.142857143

MCHALKE01,1989,BOS,N,20.87804878,8.256097561,2.097560976

MCKEYDE01,1989,SEA,N,15.675,6.1125,2.3375

MCKINCA01,1989,LAC,N,2.571428571,1.714285714,1

MCMILNA01,1989,SEA,N,6.37804878,4.914634146,7.292682927

MCNAMMA01,1989,LAL,N,3.090909091,1.909090909,0.090909091

MEENTSC01,1989,SEA,N,2.115384615,1.153846154,0.269230769

MILLERE01,1989,IND,N,24.58536585,3.597560976,3.792682927

MITCHSA01,1989,MIN,N,12.65,5.775,1.1125

MOKESPA01,1989,CLE,N,3.973684211,2.605263158,0.447368421

MOOREJO01,1989,SAS,N,2.226415094,0.981132075,1.547169811

MORRICH01,1989,NJN,N,14.8375,5.275,1.7875

MORRIMI01,1989,PHO,N,2,0.555555556,0.305555556

MORTOJO01,1989,CLE,N,3.945945946,0.864864865,1.810810811

MULLICH01,1989,GSW,N,25.07692308,5.935897436,4.08974359

MURPHTO01,1989,MIN,N,8.292682927,6.87804878,1.292682927

MYERSPE01,1989,NYK,N,1.916666667,1.166666667,1.458333333

MYERSPE01,1989,NJN,N,7.071428571,2.428571429,3.571428571

MYERSPE01,1989,TOT,N,4.692307692,1.846153846,2.596153846

NANCELA01,1989,CLE,N,16.30645161,8.322580645,2.596774194

NATTCA01,1989,IND,N,4.071428571,2.5,0.642857143

NEALYED01,1989,CHI,N,2.260869565,3,0.608695652

NEVITCH01,1989,HOU,N,1.333333333,1,0.333333333

NEWMAJO01,1989,NYK,N,12.9,2.3875,2.25

NIMPHKU01,1989,PHI,N,2.368421053,1.605263158,0.157894737

NIXDY01,1989,IND,N,1.95,1.3,0.25

NORMAKE01,1989,LAC,N,16.11428571,6.714285714,2.285714286

OAKLECH01,1989,NYK,N,14.57377049,11.91803279,2.393442623

OLAJUHA01,1989,HOU,N,24.32926829,14.01219512,2.853658537

OLDHAJA01,1989,TOT,N,1.5,2.666666667,0.166666667

OLDHAJA01,1989,ORL,N,1.333333333,5,0

OLDHAJA01,1989,LAL,N,1.666666667,0.333333333,0.333333333

ORTIZJO01,1989,UTA,N,3.230769231,1.153846154,0.538461538

PARISRO01,1989,BOS,N,15.73417722,10.07594937,1.303797468

PASPAZA01,1989,SAS,N,2.571428571,1.071428571,0.357142857

PAXSOJI01,1989,BOS,N,6.388888889,1.069444444,1.902777778

PAXSOJO01,1989,CHI,N,9.987804878,1.451219512,4.085365854

PAYNEKE01,1989,PHI,N,3.257142857,0.742857143,0.285714286

PERDUWI01,1989,CHI,N,3.818181818,2.779220779,0.597402597

PERKISA01,1989,DAL,N,15.86842105,7.526315789,2.302631579

PERRYTI01,1989,PHO,N,4.233333333,2.533333333,0.283333333

PERSOCH01,1989,IND,N,19.67532468,5.779220779,2.987012987

PETERJI01,1989,GSW,N,4,3.720930233,0.534883721

PETRODR01,1989,POR,N,7.571428571,1.441558442,1.506493506

PIERCRI01,1989,MIL,N,23.03389831,2.830508475,2.254237288

PINCKED01,1989,BOS,N,4.701298701,2.922077922,0.883116883

PIPPESC01,1989,CHI,N,16.47560976,6.670731707,5.414634146

POLYNOL01,1989,SEA,N,4.556962025,3.797468354,0.189873418

PORTETE01,1989,POR,N,17.575,3.4,9.075

PRESSHA01,1989,SAC,N,8.833333333,4.291666667,2.069444444

PRESSPA01,1989,MIL,N,11.01754386,3.01754386,4.280701754

PRICEMA01,1989,CLE,N,19.5890411,3.438356164,9.123287671

QUINNBR01,1989,NYK,N,1.290322581,0.903225806,0.35483871

RAMBIKU01,1989,CHA,N,9.125,7.5,1.75

RAMBIKU01,1989,PHO,N,5.448275862,6.982758621,1.844827586

RAMBIKU01,1989,TOT,N,6.243243243,7.094594595,1.824324324

RASMUBL01,1989,DEN,N,12.35802469,7.333333333,1.012345679

REIDJR01,1989,CHA,N,11.07317073,8.426829268,1.231707317

REIDRO01,1989,POR,N,2.583333333,0.666666667,0.666666667

REIDRO01,1989,TOT,N,5.75,2.097222222,1.25

REIDRO01,1989,CHA,N,6.383333333,2.383333333,1.366666667

REYNOJE01,1989,ORL,N,12.80597015,4.820895522,2.686567164

RICEGL01,1989,MIA,N,13.61038961,4.571428571,1.792207792

RICHAPO01,1989,MIN,N,11.43902439,2.646341463,6.756097561

RICHMMI01,1989,GSW,N,22.05128205,4.615384615,2.858974359

RIVERDA01,1989,LAC,N,4.211538462,1.634615385,2.980769231

RIVERDO01,1989,ATL,N,12.45833333,4.166666667,5.5

ROBERAL01,1989,MIL,N,14.2345679,6.901234568,5.49382716

ROBERFR01,1989,MIL,N,10.45121951,3.792682927,1.792682927

ROBINCL02,1989,POR,N,9.097560976,3.756097561,0.87804878

ROBINDA01,1989,SAS,N,24.30487805,11.98780488,2

RODMADE01,1989,DET,N,8.768292683,9.658536585,0.87804878

ROLLITR01,1989,CLE,N,2.604166667,3.1875,0.5

ROTHDO01,1989,WA1,N,1.928571429,2.857142857,0.476190476

ROTHSC01,1989,MIN,N,6.845070423,1.577464789,1.61971831

ROWINJI01,1989,MIA,N,3.571428571,2.071428571,0.357142857

ROWSOBR01,1989,CHA,N,5.113636364,2.977272727,0.5

ROYALDO01,1989,MIN,N,5.863636364,2.075757576,0.651515152

RUDDDE01,1989,UTA,N,3.545454545,0.714285714,2.298701299

SALLEJO01,1989,DET,N,7.231707317,5.353658537,0.817073171

SAMPSRA01,1989,SAC,N,4.192307692,3.230769231,1.076923077

SANDEJE01,1989,CHI,N,0,1.258064516,0.290322581

SANDEMI01,1989,IND,N,6.219512195,2.804878049,1.085365854

SCHAYDA01,1989,DEN,N,10.39622642,6.452830189,1.150943396

SCHREDE01,1989,IND,N,16.24358974,7.948717949,3.166666667

SCOTTBY01,1989,LAL,N,15.54545455,3.142857143,3.558441558

SEIKARO01,1989,MIA,N,16.59459459,10.35135135,1.054054054

SELLEBR01,1989,MIN,N,3.357142857,1.357142857,0.071428571

SELLEBR01,1989,SEA,N,4.822222222,1.555555556,0.711111111

SELLEBR01,1989,TOT,N,4.474576271,1.508474576,0.559322034

SHACKCH01,1989,NJN,N,8.185714286,6.842857143,0.8

SHASKJO01,1989,GSW,N,0,0.928571429,0.071428571

SHORTPU01,1989,NJN,N,13.07317073,3.024390244,1.768292683

SHOUSDE01,1989,PHI,N,0,0,0.666666667

SICHTJE01,1989,MIL,N,3,0,2

SICHTJE01,1989,TOT,N,3.457142857,0.542857143,2.685714286

SICHTJE01,1989,CHA,N,3.470588235,0.558823529,2.705882353

SIKMAJA01,1989,MIL,N,13.88732394,6.929577465,3.225352113

SKILESC01,1989,ORL,N,7.657142857,2.271428571,4.771428571

SMITHCH01,1989,LAC,N,21.08974359,6.717948718,1.461538462

SMITHCH02,1989,BOS,N,2.85,1.15,1.716666667

SMITHDE01,1989,PHI,N,8.906666667,2.293333333,1.453333333

SMITHKE01,1989,ATL,N,7.727272727,1.121212121,4.303030303

SMITHKE01,1989,SAC,N,14.95652174,2.608695652,6.586956522

SMITHKE01,1989,TOT,N,11.93670886,1.987341772,5.632911392

SMITHLA01,1989,HOU,N,3,6.108108108,0.932432432

SMITHMI02,1989,BOS,N,5.030769231,1.538461538,1.215384615

SMITHOT01,1989,ORL,N,13.46153846,4.615384615,2.261538462

SMITSRI01,1989,IND,N,15.5,6.243902439,1.731707317

SMREKMI01,1989,GSW,N,1.615384615,2.615384615,0.076923077

SPARRRO01,1989,MIA,N,5.93902439,1.682926829,3.634146341

STOCKJO01,1989,UTA,N,17.24358974,2.641025641,14.53846154

STOKEGR01,1989,SAC,N,0,0.454545455,0

STRICRO01,1989,NYK,N,8.411764706,2.470588235,4.294117647

STRICRO01,1989,TOT,N,10.58536585,3.158536585,5.707317073

STRICRO01,1989,SAS,N,14.16129032,4.290322581,8.032258065

SUNDVJO01,1989,MIA,N,6.095238095,1.126984127,1.619047619

TARPLRO01,1989,DAL,N,16.84444444,13.08888889,1.488888889

TAYLOJA01,1989,NJN,N,3,0.647058824,0.294117647

TAYLOLE01,1989,GSW,N,1.1,1.2,0.1

TEAGLTE01,1989,GSW,N,16.13414634,4.475609756,1.890243902

THEUSRE01,1989,ORL,N,18.92105263,2.907894737,5.355263158

THOMAIS01,1989,DET,N,18.41975309,3.802469136,9.444444444

THOMPBI01,1989,MIA,N,10.97468354,6.974683544,2.101265823

THOMPLA01,1989,IND,N,6.756097561,7.682926829,1.292682927

THOMPMY01,1989,LAL,N,10.08571429,6.814285714,0.614285714

THORNBO01,1989,PHI,N,2.196428571,2.375,0.303571429

THORPOT01,1989,HOU,N,17.08536585,8.951219512,3.182926829

THREASE01,1989,SEA,N,11.44615385,1.769230769,3.323076923

TISDAWA01,1989,SAC,N,22.25316456,7.53164557,1.367088608

TOLBETO01,1989,GSW,N,8.8,5.185714286,0.828571429

TONEYSE01,1989,ATL,N,2.75,0.4375,1.625

TONEYSE01,1989,SAC,N,5.5,1.4375,3.8125

TONEYSE01,1989,TOT,N,4.125,0.9375,2.71875

TRIPUKE01,1989,CHA,N,15.59493671,4.075949367,2.835443038

TUCKETR01,1989,NYK,N,8.234567901,2.148148148,2.135802469

TURNEAN01,1989,LAC,N,1.333333333,1.666666667,1

TURNEAN01,1989,TOT,N,2.363636364,0.727272727,2.090909091

TURNEAN01,1989,CHA,N,2.75,0.375,2.5

TURNEHE01,1989,SAC,N,4.333333333,1.388888889,0.611111111

TURNEJE01,1989,ORL,N,5.133333333,3.783333333,0.883333333

TURPIME01,1989,WA1,N,4.677966102,3.745762712,0.457627119

UPSHAKE01,1989,DAL,N,0,0,0

UPSHAKE01,1989,BOS,N,2.142857143,0.928571429,2

UPSHAKE01,1989,GSW,N,5.565217391,1.217391304,1.130434783

UPSHAKE01,1989,TOT,N,4,1.025,1.35

VANDEKI01,1989,NYK,N,11.72727273,2.409090909,1.863636364

VINCEJA01,1989,TOT,N,5.219512195,1.512195122,0.43902439

VINCEJA01,1989,LAL,N,3.75,1.083333333,0.416666667

VINCEJA01,1989,PHI,N,7.294117647,2.117647059,0.470588235

VINCESA01,1989,ORL,N,11.19047619,3.079365079,5.619047619

VOCEGA01,1989,CLE,N,2,0,0

VOLKOAL01,1989,ATL,N,4.958333333,1.652777778,1.152777778

WADEMA01,1989,DAL,N,0,0,2

WALKEDA01,1989,WA1,N,9.530864198,8.814814815,8.049382716

WALKEKE01,1989,NYK,N,7.867647059,5.044117647,0.720588235

WEBBSP01,1989,ATL,N,9.158536585,2.451219512,5.817073171

WELPCH01,1989,SAS,N,1.153846154,0.923076923,0.384615385

WELPCH01,1989,GSW,N,3.571428571,2.571428571,0.285714286

WELPCH01,1989,TOT,N,2.407407407,1.777777778,0.333333333

WENNIBI01,1989,DAL,N,4.5,3.3,0.683333333

WESTDO01,1989,MIN,N,2.596153846,1.346153846,0.346153846

WESTMA01,1989,PHO,N,10.5,8.87804878,0.548780488

WHITERA01,1989,DAL,N,4.309090909,3.145454545,0.381818182

WIGGIMI01,1989,HOU,N,15.51515152,4.333333333,1.575757576

WILEYMO01,1989,ORL,N,5.725,1.3,2.85

WILKIDO01,1989,ATL,N,26.725,6.5125,2.5

WILKIED01,1989,NYK,N,4.696202532,3.35443038,0.202531646

WILKIGE01,1989,NYK,N,14.52439024,4.524390244,4.024390244

WILLIBU01,1989,POR,N,13.58536585,9.756097561,1.414634146

WILLIHE01,1989,DAL,N,8.641975309,4.827160494,1.469135802

WILLIHO01,1989,CLE,N,16.84146341,8.085365854,2.048780488

WILLIJO01,1989,WA1,N,18.16666667,7.555555556,4.666666667

WILLIKE01,1989,ATL,N,12.41975309,7.962962963,0.703703704

WILLIMI01,1989,TOT,N,5.571428571,1.142857143,2.892857143

WILLIMI01,1989,PHO,N,0,0.166666667,0.666666667

WILLIMI01,1989,CHA,N,6.863636364,1.409090909,3.5

WILLIMI03,1989,SAC,N,0,1.375,0.125

WILLIMI03,1989,TOT,N,0,1.095238095,0.095238095

WILLIMI03,1989,ATL,N,0,0.2,0

WILLIRE01,1989,TOT,N,6.808510638,1.765957447,1.127659574

WILLIRE01,1989,SAS,N,4.2,0.8,0.5

WILLIRE01,1989,LAC,N,12,3,2

WILLIRE01,1989,CLE,N,6.8125,1.875,1.1875

WINGADA01,1989,SAS,N,6.756410256,2.5,2.666666667

WITTMRA01,1989,IND,N,2.131147541,0.491803279,0.639344262

WOLFJO01,1989,LAC,N,4.805194805,3.012987013,0.805194805

WOODLE01,1989,NJN,N,1.785714286,0.428571429,1.678571429

WOODSMI01,1989,HOU,N,6.459016393,1.442622951,1.081967213

WOOLROR01,1989,LAL,N,12.70967742,2.983870968,1.548387097

WORKMHA01,1989,ATL,N,0,0.5,0.333333333

WORTHJA01,1989,LAL,N,21.0625,5.975,3.6

YOUNGDA01,1989,POR,N,4.670731707,1.487804878,2.817073171

YOUNGMI01,1989,LAC,N,4.866666667,1.911111111,0.533333333

ABDELAL01,1990,POR,N,3.139534884,2.069767442,0.279069767

ABDULMA01,1990,DEN,N,14.05970149,1.805970149,3.074626866

ACRESMA01,1990,ORL,N,4.191176471,5.279411765,0.367647059

ADAMSMI01,1990,DEN,N,26.54545455,3.878787879,10.5

AGUIRMA01,1990,DET,N,14.15384615,4.794871795,1.782051282

AINGEDA01,1990,POR,N,11.125,2.5625,3.5625

ALARIMA01,1990,WA1,N,5.80952381,2.785714286,1.071428571

ALFORST01,1990,DAL,N,4.441176471,0.705882353,0.647058824

ANDERCA01,1990,TOT,N,4.294117647,4.676470588,0.235294118

ANDERCA01,1990,NJN,N,8,0,1

ANDERCA01,1990,MIL,N,2.692307692,2.884615385,0.115384615

ANDERCA01,1990,DEN,N,5.219512195,5.780487805,0.292682927

ANDERNI01,1990,ORL,N,14.14285714,5.514285714,1.514285714

ANDERRO01,1990,PHI,N,14.6097561,4.475609756,1.402439024

ANDERWI01,1990,SAS,N,14.44,4.68,4.773333333

ANSLEMI01,1990,ORL,N,5.656716418,3.776119403,0.373134328

ARMSTBJ01,1990,CHI,N,8.780487805,1.817073171,3.670731707

ASKEWVI01,1990,GSW,N,4.714285714,1.571428571,1.857142857

ASKINKE01,1990,MIA,N,2.205128205,1.743589744,0.487179487

BABICMI01,1990,CLE,N,1.583333333,0.75,0.333333333

BAILETH01,1990,UTA,N,12.40243902,4.963414634,1.512195122

BALLCE01,1990,LAC,N,1.142857143,1.571428571,0

BANNIKE01,1990,LAC,N,2.361702128,2.042553191,0.191489362

BARKLCH01,1990,PHI,N,27.59701493,10.14925373,4.23880597

BARRODA01,1990,SEA,N,6.333333333,1.075757576,1.681818182

BATTLJO01,1990,ATL,N,13.64556962,2.012658228,2.746835443

BATTLKE01,1990,DEN,N,6.075,3.075,1.175

BATTLKE01,1990,PHO,N,6,3.3125,0.9375

BATTLKE01,1990,TOT,N,6.053571429,3.142857143,1.107142857

BEDFOWI01,1990,DET,N,4.533333333,2.183333333,0.533333333

BENJABE01,1990,TOT,N,14.02857143,10.32857143,1.7

BENJABE01,1990,SEA,N,12.93548387,8.193548387,1.451612903

BENJABE01,1990,LAC,N,14.8974359,12.02564103,1.897435897

BENNEWI01,1990,CLE,N,4.259259259,2.37037037,1.037037037

BIRDLA01,1990,BOS,N,19.4,8.483333333,7.183333333

BLACKRO01,1990,DAL,N,19.875,3.2,3.7625

BLANKLA01,1990,DET,N,1.684210526,0.526315789,0.684210526

BLAYLMO01,1990,NJN,N,14.125,3.458333333,6.125

BOGUEMU01,1990,CHA,N,7.012345679,2.666666667,8.259259259

BOLMA01,1990,PHI,N,1.890243902,4.268292683,0.243902439

BONNEAN01,1990,SAC,N,7.352941176,4.735294118,1.441176471

BOWIESA01,1990,NJN,N,12.91935484,7.741935484,2.370967742

BREUERA01,1990,MIN,N,5.876712329,4.726027397,1

BRICKFR01,1990,MIL,N,12.56,5.68,1.746666667

BROOKSC01,1990,MIN,N,5.3,0.9,2.55

BROWNCH01,1990,CLE,N,8.472972973,2.878378378,1.081081081

BROWNDE01,1990,BOS,N,8.682926829,2.219512195,4.195121951

BROWNMI01,1990,UTA,N,4.756097561,4.109756098,0.597560976

BROWNTO01,1990,UTA,N,3.391304348,1.695652174,0.565217391

BROWNTO01,1990,TOT,N,2.766666667,1.433333333,0.533333333

BROWNTO01,1990,LAL,N,0,0.571428571,0.428571429

BRYANMA01,1990,POR,N,5.132075472,3.58490566,0.509433962

BUECHJU01,1990,NJN,N,3.135135135,1.905405405,0.689189189

BULLAMA01,1990,HOU,N,2.166666667,0.777777778,0.111111111

BURTOWI01,1990,MIA,N,12.03947368,3.447368421,1.407894737

BUTLEGR01,1990,LAC,N,1.555555556,1.777777778,0.111111111

CAGEMI01,1990,SEA,N,6.365853659,6.804878049,1.085365854

CALDWAD01,1990,HOU,N,1.833333333,2.380952381,0.19047619

CALLORI01,1990,SAC,N,3.203125,1.21875,0.953125

CAMPBEL01,1990,LAL,N,2.769230769,1.846153846,0.192307692

CAMPBTO01,1990,MIN,N,21.79220779,4.493506494,2.779220779

CARRAN01,1990,SAC,N,20.14285714,5.454545455,2.480519481

CARROJO01,1990,PHO,N,3.363636364,2.181818182,1

CARTWBI01,1990,CHI,N,9.620253165,6.151898734,1.594936709

CATLETE01,1990,ORL,N,14.60784314,6.960784314,1.137254902

CAUSWDU01,1990,SAC,N,6.907894737,5.144736842,0.907894737

CEBALCE01,1990,PHO,N,8.238095238,2.380952381,0.555555556

CHAMBTO01,1990,PHO,N,19.88157895,6.447368421,2.552631579

CHAPMRE01,1990,CHA,N,15.74285714,2.728571429,3.571428571

CHEEKMA01,1990,NYK,N,7.789473684,2.276315789,5.723684211

CHIEVDE01,1990,CLE,N,2.388888889,1,0.111111111

COFFERI01,1990,MIN,N,1.307692308,1.519230769,0.057692308

COLEMDE01,1990,NJN,N,18.43243243,10.25675676,2.202702703

COLESBI01,1990,MIA,N,4.890243902,1.865853659,2.829268293

COLTEST01,1990,SAC,N,3.052631579,1.368421053,1.947368421

CONNELE01,1990,MIL,N,2.948717949,1.41025641,2.743589744

CONNELE01,1990,TOT,N,3.513513514,1.513513514,2.22972973

CONNELE01,1990,NJN,N,4.142857143,1.628571429,1.657142857

COOKAN01,1990,DEN,N,5.293103448,5.620689655,0.448275862

COOPEWA01,1990,POR,N,2.194029851,2.805970149,0.328358209

CORBITY01,1990,MIN,N,17.95121951,7.182926829,4.231707317

CORZIDA01,1990,SEA,N,1.678571429,1.178571429,0.142857143

CUMMIPA01,1990,UTA,N,3.75,1.25,0

CUMMITE01,1990,SAS,N,17.56716418,7.776119403,2.343283582

CURETEA01,1990,CHA,N,1.888888889,4,0.333333333

CURRYDE01,1990,CHA,N,10.55263158,2.618421053,2.184210526

DAILEQU01,1990,SEA,N,6.133333333,1.066666667,0.533333333

DANTLAD01,1990,MIL,N,5.7,1.3,0.9

DAUGHBR01,1990,CLE,N,21.64473684,10.92105263,3.328947368

DAVISBR01,1990,DAL,N,5.3875,1.475,2.875

DAVISTE01,1990,MIA,N,5.454545455,4.836363636,0.709090909

DAVISWA03,1990,POR,N,6.125,1.8125,1.28125

DAVISWA03,1990,DEN,N,18.66666667,3.153846154,2.153846154

DAVISWA03,1990,TOT,N,13.01408451,2.549295775,1.76056338

DAWKIJO01,1990,PHI,N,15.75,4,7

DAWSOTO01,1990,SAC,N,2.25,0.5,0

DINKIBY01,1990,IND,N,0,0.5,0

DINKIBY01,1990,TOT,N,3,1,1.583333333

DINKIBY01,1990,SAS,N,3.4,1.1,1.9

DIVACVL01,1990,LAL,N,11.23170732,8.12195122,1.12195122

DONALJA01,1990,DAL,N,9.987804878,8.865853659,0.841463415

DOUGLSH01,1990,MIA,N,18.52054795,2.863013699,8.547945205

DREILGR01,1990,IND,N,3.547945205,3.493150685,0.698630137

DREWLA01,1990,LAL,N,2.895833333,0.708333333,2.458333333

DREXLCL01,1990,POR,N,21.54878049,6.658536585,6.012195122

DUCKWKE01,1990,POR,N,15.82716049,6.555555556,1.098765432

DUDLECH02,1990,NJN,N,7.114754098,8.37704918,0.606557377

DUMARJO01,1990,DET,N,20.3625,2.3375,5.5375

DUNNTR01,1990,DEN,N,3.058823529,2.470588235,1.411764706

EACKLLE01,1990,WA1,N,12.95522388,1.910447761,2.029850746

EATONMA01,1990,UTA,N,5.1125,8.3375,0.6375

EDWARBL01,1990,UTA,N,9.290322581,3.241935484,1.741935484

EDWARJA01,1990,DET,N,13.63888889,3.847222222,0.902777778

EDWARKE01,1990,MIA,N,12.08860759,2.594936709,3.037974684

EHLOCR01,1990,CLE,N,10.14634146,4.731707317,4.585365854

ELIEMA01,1990,PHI,N,2,0.333333333,0.333333333

ELIEMA01,1990,GSW,N,7.7,3.633333333,1.466666667

ELIEMA01,1990,TOT,N,7.181818182,3.333333333,1.363636364

ELLIOSE01,1990,SAS,N,15.86585366,5.56097561,2.902439024

ELLISDA01,1990,SEA,N,15.03333333,3.066666667,2.133333333

ELLISDA01,1990,TOT,N,16.80392157,3.392156863,1.862745098

ELLISDA01,1990,MIL,N,19.33333333,3.857142857,1.476190476

ELLISPE01,1990,WA1,N,10.40789474,7.697368421,1.342105263

ENGLIAJ01,1990,WA1,N,8.8,2.1,2.528571429

ENGLIAL01,1990,DAL,N,9.658227848,3.215189873,1.329113924

EWINGPA01,1990,NYK,N,26.59259259,11.17283951,3.012345679

FARMEJI01,1990,DEN,N,9.96,2.52,1.52

FARMEJI01,1990,PHI,N,3,2.5,0

FARMEJI01,1990,TOT,N,9.444444444,2.518518519,1.407407407

FEITLDA01,1990,HOU,N,2.634615385,1.923076923,0.153846154

FERREDU01,1990,ATL,N,6.08974359,2.294871795,0.705128205

FERRYDA01,1990,CLE,N,8.604938272,3.530864198,1.75308642

FLEMIVE01,1990,IND,N,12.71014493,3.101449275,5.347826087

FLOYDSL01,1990,HOU,N,12.25609756,1.93902439,3.865853659

FOSTEGR01,1990,WA1,N,4.37037037,2.796296296,0.685185185

FREDEAN01,1990,SAC,N,5.057142857,2.4,1.257142857

GAINECO01,1990,DEN,N,8.3,1.4,9.1

GAMBLKE01,1990,BOS,N,15.62195122,3.256097561,3.12195122

GARLAWI01,1990,LAC,N,8.173913043,2.869565217,4.594202899

GARRITO01,1990,LAC,N,3.880597015,1.895522388,3.328358209

GATTIKE01,1990,CHA,N,9.027777778,5.263888889,0.611111111

GEORGTA01,1990,NJN,N,3.428571429,0.839285714,1.857142857

GERVIDE01,1990,NJN,N,7.589285714,1.964285714,0.535714286

GILLIAR01,1990,CHA,N,19.76,9.36,1.08

GILLIAR01,1990,TOT,N,16.56,7.973333333,1.4

GILLIAR01,1990,PHI,N,14.96,7.28,1.56

GILLKE01,1990,CHA,N,11.04878049,3.207317073,3.695121951

